Word,Count
cake,4
caked,1
cakes,1
calidad,2
calienta,2
california,1
call,13
called,17
calling,1
callouts,1
calls,2
came,46
camper,3
camping,1
can,243
canadian,1
cancel,2
cancelation,1
cancelled,1
cancer,1
candid,1
candidate,1
canning,1
cannister,1
cannot,19
cans,1
cant,80
capabilities,2
capability,3
capable,1
capacitor,1
capacity,14
cappuccino,1
caption,1
capture,1
car,1
card,2
cardboard,4
care,9
cared,1
carefree,1
careful,12
carefully,4
caregivers,1
carelessness,1
cares,2
carousel,15
carriage,1
carrier,1
carries,1
carry,2
carrying,1
cart,2
carton,1
cascade,1
case,22
cases,1
casing,1
casio,1
casserole,12
casseroles,2
casually,1
cat,2
catastrophe,1
catch,4
catching,1
category,1
cater,1
cats,1
caught,5
cauliflower,1
cause,11
caused,2
causes,5
causing,2
caution,1
cautions,1
cautious,1
cave,2
caveat,1
caveats,1
caved,1
cavernous,1
cavity,5
cc,2
cease,1
ceases,1
ceasing,1
ceiling,2
cell,5
cells,1
cement,1
censor,1
center,15
centered,1
centering,1
centerpiece,1
century,1
ceramic,3
cereal,2
certain,9
certainly,11
certificate,1
cf,4
cfthis,1
chai,1
chain,1
chair,1
challenge,2
challenges,1
challenging,2
chamber,2
champ,2
chance,7
chances,1
change,24
changed,5
changer,1
changes,6
changing,4
characters,1
charcoal,2
charity,1
charm,5
charred,1
chart,2
chat,2
chats,1
chatting,1
cheap,26
cheaper,8
cheapest,2
cheapie,1
cheaping,1
cheaply,4
cheat,1
check,20
checked,3
checking,4
checklist,1
cheep,1
cheerful,1
cheese,5
cheesy,2
chef,5
chefman,13
chefs,1
chemical,1
cherry,1
chewy,1
chic,1
chick,1
chicken,17
chickens,1
chico,1
child,7
childhood,1
children,1
chili,1
chime,4
chimes,1
china,5
chinese,2
chip,2
chipping,1
chips,1
chirp,1
chirps,1
chocolate,4
choice,13
choices,5
choir,1
choose,7
choosing,2
chop,1
chops,1
chores,1
chose,13
chosen,2
christmas,2
chrome,3
chunks,1
chunky,1
church,1
ciento,1
cinch,1
cinnamon,1
circle,1
circles,1
circuit,7
circuits,1
circular,2
circulate,1
circulating,1
circulation,1
circumstance,1
circumstances,1
circumvented,1
cited,1
citizen,1
city,1
claim,1
claimed,1
clank,1
clarify,1
class,4
classic,8
classification,1
classroom,2
clatters,1
clean,92
cleaned,3
cleaning,12
cleans,4
cleanthe,2
cleanup,1
cleanupsetting,1
cleanyes,1
clear,18
clearance,8
clearances,1
clearly,8
clears,2
cleary,1
click,4
clicked,1
clicking,1
clicks,1
climate,1
climbed,1
clink,1
clips,1
clock,47
clone,2
clooge,1
close,40
closed,12
closely,1
closer,3
closes,9
closest,2
closet,1
closing,18
closure,1
cloth,3
clothes,1
club,1
clue,1
clumsy,1
clunking,2
clunky,6
clutter,1
cluttered,1
co,1
coast,1
coated,2
coating,6
cob,1
cocoa,1
coconut,1
code,4
coding,1
coffee,53
coffeemaker,1
coil,1
coincidently,1
cold,15
coldest,1
collage,1
collarbones,1
colleagues,1
collecting,1
collection,1
collections,1
collects,1
college,14
collided,1
colon,1
color,45
colorado,1
coloration,1
colored,5
coloring,1
colors,4
colour,1
column,1
comb,1
combi,6
combination,6
combinationbefore,1
combinations,1
combine,1
combined,1
combines,1
combining,1
combo,17
combos,1
combustible,1
come,31
comes,40
comfee,5
comfortable,2
comfortably,1
comfy,1
comidas,1
coming,18
command,4
commands,4
commend,1
comment,7
commented,1
commenter,1
commenters,1
comments,5
commercial,1
comming,1
commission,1
commodity,1
common,12
commonly,1
como,1
compact,60
compactmicrowave,1
compactness,1
compacto,1
companies,1
companion,1
company,13
comparable,4
compare,2
compared,30
comparing,5
comparison,5
compatibility,1
compatible,4
compete,1
competent,1
competition,1
competitivo,1
competitors,2
complain,3
complained,2
complaining,4
complains,1
complaint,38
complaints,23
complements,1
complete,5
completed,2
completely,11
completes,1
completion,1
complex,4
complicated,11
complied,1
compliments,1
component,2
components,2
compra,1
comprar,1
compre,1
comprehensive,1
compress,1
compromise,2
compromised,1
compromising,1
computer,1
computers,1
con,10
concept,1
conceptualize,1
concern,6
concerned,8
concerning,3
concerns,4
concert,1
conclude,1
condensation,2
condensed,1
condition,9
conditioning,1
conditions,1
condo,3
cones,1
confess,1
confidence,2
confident,1
confidently,1
configuration,1
configure,1
configuring,1
confirm,2
confirmed,2
confuse,1
confused,4
confuses,1
confusing,11
conjunction,1
conked,1
connect,4
connected,5
connecting,2
connection,1
connections,1
connectivity,1
connector,2
cons,6
consequently,1
conserve,1
consider,9
considerable,1
considerations,1
considered,2
considering,11
consistency,1
consistent,3
consistently,5
consmedic,1
constant,2
constantly,4
constrained,1
constraint,1
constructed,1
construction,4
consult,1
consumer,2
consumes,1
consuming,1
consumption,1
contact,4
contacted,2
contacting,1
contacts,1
container,4
containers,6
containing,1
contains,1
contemplating,1
contemporary,1
contenedores,1
content,1
contento,1
continually,2
continue,6
continued,1
continues,6
continuing,1
continuously,4
contortion,1
contracted,1
contraption,1
contrary,1
contrast,3
contrasting,1
control,59
controllable,1
controlled,3
controller,1
controlling,1
controls,55
conv,2
convect,1
convection,80
convectioncombo,1
convections,1
convenience,5
convenient,16
convention,1
conventional,6
conversation,1
conversations,1
conversion,1
convert,1
convertible,1
converting,1
convience,1
convienence,1
convinced,4
cook,187
cookbook,1
cooked,38
cooker,2
cookies,2
cooking,229
cookingif,1
cookingor,1
cooks,66
cookware,1
cool,17
cooled,2
cooler,2
cooling,2
cools,1
coooking,1
coordinates,1
copious,1
copper,1
copy,1
copying,1
cord,15
cords,1
core,1
corelle,1
corn,5
cornbread,1
corner,15
corners,4
corporation,1
correct,8
corrected,1
correctly,4
correspond,1
corresponding,2
corrosion,1
cortesty,1
cosmetic,1
cosmetically,1
cost,12
costco,4
costed,1
costs,2
could,117
couldnt,22
count,4
counter,158
counteract,1
counterintuitive,1
counters,3
counterspace,5
countertop,70
countertops,1
counting,2
countless,2
country,2
couple,39
coupled,1
course,16
courteous,1
cousins,1
cover,19
covered,7
covering,4
covers,5
covid,1
crack,3
cracked,2
craftsmanship,1
cramping,1
crank,1
crap,1
crapped,1
crappy,3
crating,1
crawl,1
crazy,4
creaks,1
cream,4
creamed,1
creamer,1
creamy,1
crease,1
create,3
created,1
creates,2
creating,1
creative,1
credibility,1
credit,1
creditfor,1
cried,1
crinkle,1
crisp,17
crisper,4
crispier,1
crispiness,1
crisping,2
crispness,1
crispy,11
criteria,2
critical,1
criticism,1
critique,1
critiqued,1
critter,1
crockpot,1
crockpots,1
croissants,1
crookedsome,1
cross,1
crossed,2
crossing,1
crowded,1
crucial,1
crud,1
crumbles,1
crummy,1
crumpled,1
crunch,1
crunchy,1
crushed,2
crust,1
crusted,1
cryptic,1
crystals,1
csr,1
csrs,1
cu,15
cualquier,1
cuando,1
cuarteaduras,1
cubby,1
cube,1
cubic,18
cubicle,1
cuenta,1
cuff,1
cuft,2
cuidado,1
cuisenart,1
cuisinart,1
culinary,1
culture,1
cumple,1
cumplido,1
cumulative,1
cup,36
cupbards,1
cupboard,1
cupboards,1
cups,5
curious,3
curiously,1
curled,1
current,7
currently,4
curse,1
curve,11
curved,1
cus,1
cusinart,4
cust,1
custom,8
customer,12
customers,2
customize,1
cut,9
cute,13
cutoff,1
cuts,1
cutting,2
cuz,1
cyber,1
cycle,19
cycles,1
cycling,2
d,1
da,1
dad,2
dado,1
daily,16
dairy,1
damage,14
damaged,12
damages,1
damaging,1
damned,1
damp,3
dampening,1
dance,1
dandy,1
dang,1
danger,1
dangerous,1
danish,1
dark,26
darker,4
darling,1
darn,1
dash,1
data,2
date,5
dated,1
daughter,6
daughters,5
daugther,1
day,56
daylight,2
daylights,1
days,46
daytime,2
de,10
deactivated,1
dead,3
deaf,1
deal,40
dealbreaker,2
dealer,1
dealing,1
deals,1
dealt,1
debajo,1
debating,1
debris,1
decade,2
decades,4
decal,1
decaying,1
december,2
decent,21
decently,2
decide,1
decided,33
decides,2
deciding,1
decision,8
decisions,1
decisive,1
decker,13
decor,3
decorate,1
dedicated,6
deducted,1
deducting,1
deep,8
deeper,2
default,1
defaults,1
defeating,1
defeats,1
defect,2
defected,1
defective,6
defects,1
defense,1
defer,1
defiantly,1
definately,1
defined,1
definite,2
definitely,51
defog,1
defosting,1
defrost,60
defrosted,4
defroster,2
defrosting,28
defrosts,3
defunct,2
degree,4
degrees,6
del,1
delay,1
delays,1
deleting,1
delicate,1
delicious,1
delight,1
delighted,4
delightfull,1
deliver,2
delivered,19
deliveries,1
delivers,4
delivery,23
demolition,1
dent,11
dented,5
denting,1
dents,3
departments,1
depend,1
dependability,1
dependable,2
dependent,1
depending,5
depends,2
depicts,1
depot,1
depress,2
depressed,1
depth,6
derby,1
describe,2
described,8
describedgreat,1
describes,1
description,10
descriptions,1
deserves,1
design,39
designate,1
designed,6
designer,1
designers,2
desire,1
desired,9
despair,1
despite,11
destination,1
destined,1
destroy,1
destroyed,1
destroying,1
destroys,1
detail,3
detailed,3
details,3
detal,1
detector,1
detects,1
detent,1
determine,3
determined,1
detracts,1
detriment,1
devastated,1
develop,1
developed,2
development,1
device,11
devices,5
devolverlo,1
devoted,1
diagnosed,1
diagonal,1
dial,5
diameter,6
diamond,1
dick,1
dictated,1
did,115
didnt,107
die,3
died,29
dies,4
differ,1
difference,20
differences,2
different,53
differently,2
difficult,42
difficulties,1
difficulty,1
diffusion,1
dificult,1
dig,1
digest,1
digit,1
digital,14
digits,1
digress,1
dilithium,1
dim,9
dimension,2
dimensionally,1
dimensions,17
diminishing,1
diminutive,1
dimly,1
dimm,1
dimmed,1
dimmer,1
diner,1
ding,6
dinged,1
dinging,1
dings,4
dingy,1
dining,2
dinky,1
dinner,62
dinners,11
dino,1
dinosaur,1
dint,1
dip,1
directed,1
direction,1
directions,17
directly,6
dirt,2
dirty,3
disable,2
disabled,1
disadvantage,1
disadvantages,1
disapointed,1
disappear,1
disappoijting,1
disappoint,1
disappointed,19
disappointing,3
disappointment,1
disassemble,1
disaster,1
disclaimer,1
discolor,1
discomfortable,1
disconnected,1
discontinue,1
discontinued,1
discount,3
discouraging,1
discover,2
discovered,11
discovering,1
disgusted,1
disgusting,1
dish,20
dishes,18
dishwasher,3
dislike,7
disliked,1
dislikes,2
dislocate,1
dislodged,1
dismay,1
displacement,1
display,35
displayed,2
displays,2
displeased,1
disposable,1
disputed,1
disrupt,1
dissatisfied,1
dissipate,1
dissipated,1
distance,1
distinctive,1
distinguish,1
distinguishable,1
distraction,1
distressed,1
distributed,1
distributer,1
distributes,1
distribution,1
disturb,1
disturbing,2
ditched,1
ditto,1
divergence,1
divorced,1
diyb,1
dmensions,1
dnoise,1
do,184
doa,1
docked,1
document,1
documentation,1
documented,1
documenting,1
doddery,1
does,225
doesnt,143
dog,1
doggie,1
dogs,5
doing,21
doll,1
dollar,1
dollars,5
dolls,1
dolly,1
dome,1
dominate,1
dominated,1
donated,1
done,66
doneness,1
dont,198
dood,1
door,272
doorbell,1
doori,1
doors,5
doorstep,2
dope,1
dorm,27
dorms,2
dos,1
dose,1
dot,1
dots,2
double,7
doubles,2
doubt,8
doubts,1
dough,1
down,58
downfall,2
downgrade,1
downgraded,1
downhill,1
download,6
downloadable,1
downloaded,2
downloading,1
downs,1
downside,11
downsides,1
downsize,1
downsized,4
downsizing,2
downstairs,1
downward,1
doy,1
drag,1
drain,1
dramatic,1
draw,3
drawback,6
drawbacks,1
drawer,1
drawn,1
draws,1
dread,1
dreaded,1
dream,3
drew,1
dried,2
drier,1
dries,1
drill,1
drilled,1
drink,2
drinking,1
drinks,3
drip,1
drive,1
drivelug,1
driver,2
drives,1
drop,1
dropped,8
dropping,2
drove,1
drunk,1
dry,8
drying,1
dual,1
dud,1
due,24
duh,1
dumb,2
dumber,1
dump,1
dumpster,1
duo,1
duper,1
durability,5
durable,6
durablevery,1
duration,2
during,28
durn,1
dust,3
duty,2
dying,1
e,1
each,23
ear,1
earlier,7
early,6
earned,1
earns,1
ears,1
earshot,1
earth,1
eas,1
ease,16
easier,26
easiest,1
easily,37
eastern,1
easy,358
easyto,1
eat,9
eating,4
eats,1
echo,5
echoes,1
eco,5
ecomode,1
economic,1
economical,2
economically,1
ecstatic,2
edge,6
edged,1
edges,7
edible,2
edit,1
editing,1
editorial,1
editors,1
educated,1
eekthere,1
efectivo,1
effect,4
effective,5
effectiveeasy,1
effectively,4
effectiveness,1
effects,1
efficiency,5
efficient,15
efficiently,6
effort,4
effortless,2
efforts,1
eg,5
egg,2
eggs,2
egregious,1
eh,1
ehhh,1
either,31
eitheri,1
eject,1
el,11
elaborate,1
elbow,1
elderly,8
elders,1
elec,1
electric,5
electrical,9
electrician,1
electricity,2
electronic,2
electronics,4
elegance,1
elegant,2
elegante,1
element,9
elements,2
elephant,1
elevated,1
eliminate,1
eliminates,2
eliminating,1
else,26
elsewhere,3
elseworks,1
em,2
email,3
emailed,3
emailing,1
embalaran,1
emerge,1
emergencies,1
emergency,1
emerson,5
emit,1
emits,1
emphasis,1
emphasize,1
employee,1
empty,2
emptying,1
en,8
enable,1
enabled,5
enabling,1
enamel,2
encanta,1
encanto,1
encased,1
enclosed,1
enclosure,1
encontrado,1
encounter,1
encountered,4
end,34
ended,8
ending,1
endless,1
endlessly,1
endorsed,1
endorsement,1
ends,3
endure,1
energy,13
engage,2
engine,1
engineer,1
engineering,1
engineers,2
englewood,1
english,5
enhanced,1
enjoy,5
enjoyable,1
enjoyed,1
enjoying,4
enormous,1
enough,119
ensure,1
ensures,2
ensuring,1
entailed,1
entails,1
enter,18
entered,2
entering,5
enterprise,1
enters,1
enthusiastically,1
entire,10
entirely,1
entree,1
entrees,1
entrega,2
entry,3
enviaron,1
environment,2
environments,1
envision,1
epacris,1
equal,1
equally,2
equals,1
equipment,3
equipo,1
equipped,1
equivalent,1
era,1
ergonomic,1
ergonomics,1
err,1
error,5
errors,1
errrr,1
es,6
escape,1
espacio,1
espacios,1
especially,39
espera,1
esperaba,1
essential,2
essentially,1
essentials,1
esta,2
establish,1
established,1
estado,1
estar,1
estate,1
este,2
estimated,1
estimates,1
etc,38
eternety,1
evaluation,1
evaporate,1
evaporates,1
evaporation,1
even,134
evening,1
evenly,47
evenness,1
eventually,6
ever,51
everthing,1
every,60
everybody,2
everyday,6
everyone,12
everything,85
everytime,1
everywhere,1
evidence,1
ex,1
exact,11
exactly,38
examination,1
examined,1
example,11
examples,1
exceeded,2
exceedingly,1
exceeds,1
excelente,2
excellant,1
excellent,33
excels,1
except,26
exception,4
exceptional,2
exceptionally,1
exceptions,1
excess,1
excessive,2
exchange,4
exchanged,1
excite,1
excited,4
exciting,1
excluding,1
excuse,1
exelent,1
exhaust,1
exhibited,1
exist,2
existed,1
existent,2
exorbitant,1
expect,29
expectations,7
expectativas,1
expected,59
expecting,9
expenditure,1
expensive,26
experience,12
experienced,3
experiences,1
experiencing,1
experiment,3
experimentation,1
experimented,1
experimenting,2
experiments,1
experts,1
expiration,1
expires,2
explain,3
explained,3
explains,1
explanation,1
explanatory,1
explode,2
exploded,3
explodes,1
explodewe,1
exploding,2
explore,1
explored,1
explorer,1
explosion,1
explosions,1
exponentially,1
expose,1
exposed,1
exposure,1
express,10
expressing,1
expressway,1
exquisite,1
extend,1
extended,6
extenders,1
extension,4
extensive,2
extensively,1
exterior,16
external,4
extra,42
extras,1
extreme,1
extremely,18
extremes,1
eye,5
eyes,4
eyesight,1
f,1
fab,1
faberware,8
fabulosomuchas,1
fabulous,1
face,5
faceplate,1
facil,2
facing,2
fact,20
factor,2
factories,1
factory,4
factthis,1
faded,1
fading,1
fail,5
failed,8
failing,2
fails,3
failure,4
failures,1
faint,1
faintly,1
fair,8
fairly,21
fall,2
falling,2
fallout,1
falsely,1
familiar,3
familiarization,1
familiarized,1
families,1
family,35
famous,1
fan,15
fancy,8
fans,2
fantastic,11
far,146
farberware,28
farberwaree,1
farberwave,1
farberwear,1
fascia,1
fast,61
fasten,1
faster,20
fatal,1
fate,1
fault,13
faultless,1
faults,1
faulty,1
faustian,1
fav,1
favor,1
favored,1
favorite,7
favorites,1
fcc,1
fear,1
feather,1
feature,116
featured,1
features,115
featuresattractive,1
feb,1
february,1
federal,1
feed,1
feedback,2
feel,21
feeling,5
feelings,1
feels,15
feet,26
fell,2
felt,4
fence,1
few,97
fewer,2
fhe,1
fiddling,1
fiddly,1
field,2
fiesta,1
fifteen,1
fifth,1
fifties,1
fifty,1
fight,1
figure,27
figured,16
figures,1
figuring,1
file,1
filing,1
fill,3
filled,2
fillets,1
filling,1
fills,1
film,11
final,2
finally,40
financially,1
finches,1
find,75
finding,4
fine,113
finely,1
finger,5
fingernails,1
fingerprint,3
fingerprints,5
fingers,9
fingertip,1
finicky,1
finish,18
finished,9
finishes,4
finishing,2
fire,13
fired,1
firm,1
firmly,2
firmware,5
first,123
firstly,2
firstworldproblems,1
fish,5
fisher,1
fit,122
fitin,1
fits,101
fitted,2
fitting,2
five,24
fix,15
fixed,5
fixing,1
fixings,1
fizzled,1
fl,1
flag,1
flake,2
flakiness,1
flaking,1
flaky,1
flames,1
flash,5
flashing,1
flashlight,9
flat,9
flatter,1
flavors,1
flaw,6
flawed,1
flawlessly,1
flaws,4
flex,1
flexibility,2
flexible,2
flicker,1
flickering,2
flickers,1
flights,1
flimsier,1
flimsy,6
flings,1
flip,2
flipped,1
flipping,1
float,1
floating,1
floats,1
floor,6
florida,2
flour,1
flow,1
fluffy,1
fluids,1
flummoxed,1
flush,1
fly,1
flyer,1
flying,1
fne,1
foam,2
focaccia,1
focus,1
fogs,1
foil,2
folks,5
follow,5
followed,6
following,3
font,2
fonts,1
food,264
foodi,1
foodie,1
foods,33
foodso,1
fool,1
foolproof,1
foot,11
footage,1
footprint,21
footprintnice,1
for,1453
force,6
forced,2
forcefully,1
forces,2
ford,1
forearm,1
foretold,1
forever,6
forget,12
forgetful,1
forgets,1
forgetting,1
forgive,1
forgiving,1
forgo,1
forgot,2
forgotten,3
form,2
formed,2
former,8
formerly,1
formica,1
forrecommend,1
forth,3
fortunate,1
fortunately,5
forward,9
forwards,1
foryears,1
fought,1
found,60
four,12
fourth,1
frame,4
frankly,4
free,9
freeing,1
frees,2
freeze,1
freezer,2
freezers,1
french,5
frequent,1
frequently,6
fresh,2
fret,1
fricken,1
friction,1
friday,2
fridge,15
fried,4
friend,4
friendly,5
friends,4
frier,1
fries,8
frig,1
friggin,1
frigidaire,2
frills,2
fringe,1
frisbee,1
from,186
front,49
fronted,1
fronts,1
frozen,52
frustrated,4
frustrating,5
frustration,1
fry,24
fryer,103
fryers,2
frying,15
ft,16
fudge,1
fulfilled,1
fulfills,1
full,56
fullness,1
fully,13
fumbling,1
fun,2
funciona,1
function,71
functionable,1
functional,10
functionality,9
functionally,1
functioned,1
functioning,4
functions,59
funniest,1
funny,1
funtions,1
furniture,1
furthe,1
further,2
fuse,2
