Word,Count
almost,61
aloha,1
alone,9
along,8
alot,3
already,55
alright,2
also,138
alternate,1
alternatives,1
although,16
altogether,3
aluminum,2
always,49
am,117
amana,1
amazin,1
amazing,6
amazon,174
amazong,1
amazons,6
amend,1
amends,1
america,3
american,2
among,1
amount,23
amounted,1
amounting,1
amounts,1
amountthanking,1
amp,1
amps,4
amused,1
amz,1
an,227
analyzer,1
anchor,2
and,2739
anemic,1
angle,2
angled,1
angles,1
angry,4
anniversary,1
annoyance,4
annoyed,3
annoying,37
anomaly,1
another,135
answer,4
answered,2
answering,1
answers,3
anthony,1
anticipated,1
anticipating,1
antique,1
ants,1
any,107
anybody,2
anyhow,1
anymore,16
anyone,28
anything,98
anytime,1
anyway,10
anywhere,4
apart,8
apartment,11
apartments,1
apologize,1
apostrophe,1
app,32
apparatus,1
apparent,6
apparently,15
appealed,1
appealing,1
appear,4
appearance,4
appeared,7
appearing,1
appears,11
appetite,1
apple,1
appliance,49
appliances,23
applied,1
applies,1
apply,2
appointments,1
appreciate,4
appreciated,1
appreciates,1
approach,1
approaches,1
approaching,1
appropriate,4
appropriately,2
approval,1
approved,2
approving,1
approx,1
approximately,6
apps,3
apptwo,1
april,15
apt,3
aptly,1
arbitrary,1
arc,3
arced,1
arcing,10
arcs,2
arduous,1
are,280
area,23
areas,3
arguing,1
argument,1
arizona,1
arking,1
arm,4
arms,1
aroma,1
around,68
arpt,1
arrange,1
arrival,6
arrive,4
arrived,44
arrives,3
arriving,1
arruino,1
art,1
arthritis,1
as,455
asap,3
aside,3
asinine,1
ask,9
asked,26
asking,4
asks,1
asneeded,1
aspect,1
aspects,1
ass,1
assaulted,1
assembled,1
assemblies,1
assembly,3
assign,1
assigned,1
assist,1
assistance,4
assists,1
associated,2
assume,4
assumed,5
assuming,3
assumption,1
assurance,1
assure,1
assured,1
assuring,1
assurion,1
asurian,1
asurion,6
at,384
atari,1
ate,1
atrocious,1
attach,3
attached,7
attaches,1
attempt,8
attempted,2
attempting,3
attempts,7
attend,1
attention,3
attitude,1
attractive,2
audible,2
audio,2
aug,6
august,11
aup,1
authority,1
authorization,1
authorized,3
autistic,1
auto,9
autodefrost,1
automated,7
automatic,5
automatically,8
avail,3
availability,1
available,16
average,8
averted,1
avoid,19
avoided,1
avoiding,2
awaiting,1
awards,1
aware,5
away,66
awesome,3
awful,13
awhile,4
awkward,3
axis,1
b,3
babied,1
baby,1
babysit,1
babysitting,1
bachelor,1
back,243
backed,1
background,2
backhoe,1
backlight,1
backlit,4
backs,1
backup,1
backward,1
backwards,3
backyard,1
bacon,6
bacteria,1
bad,73
badly,9
baffles,1
bag,36
baganda,1
bagged,1
bags,7
bake,7
baked,7
bakeware,1
baking,6
balance,3
ball,3
bam,1
band,1
bang,2
banged,2
banging,3
bank,2
bar,1
barbie,1
bare,2
barely,28
barley,1
barrel,1
bars,1
base,5
based,14
basement,4
bases,1
basic,15
basically,7
basics,1
basis,3
basket,3
basmati,1
basta,1
bat,1
batch,1
bath,1
bathroom,1
batter,1
battered,1
battery,1
battle,1
battleship,1
battling,1
bbb,1
bc,3
bd,4
be,426
beach,3
beamed,1
bear,1
bearing,1
beat,1
beaten,1
beating,1
beautiful,4
beautifully,3
beauty,1
became,13
because,222
become,8
becomes,4
becoming,3
bed,1
bedroom,1
beech,1
beeeeep,1
beef,7
been,122
beep,30
beeped,3
beeper,3
beeping,15
beepless,1
beeps,23
beepsno,1
before,113
beforehand,1
began,21
begin,3
beginner,1
beginning,9
begins,3
begun,2
behaving,1
behavior,3
behemoth,1
behind,15
behold,2
being,49
believe,27
bell,1
bells,2
belongs,1
below,4
bench,1
benefit,1
benign,1
bent,6
berserk,1
besides,4
best,27
bestbuy,1
bet,2
betcha,1
betrayed,1
better,86
between,9
beverage,5
beverages,3
beware,15
beyond,11
biased,1
bien,1
big,47
bigfer,1
bigger,13
biggest,8
biggger,1
biggie,1
bike,1
bill,2
billow,1
billowed,1
billowing,2
bills,1
bin,1
bind,1
birth,1
birthday,1
biscuits,1
bit,23
bite,1
bitten,1
biweekly,1
bizarre,1
black,51
blacked,1
blackened,1
blackndecker,1
blackout,1
blame,3
blaming,1
blank,3
blanket,1
blasted,1
blatantly,1
blazing,1
bleach,1
bleached,1
blemishes,1
blend,1
blender,1
blenders,1
blends,1
blew,10
blind,3
blink,1
blinking,3
blinks,1
blister,1
blistering,1
blocks,1
bloody,1
blow,5
blown,3
blows,1
blue,10
blueberries,2
bluetooth,1
bluish,1
board,4
boat,5
body,2
boil,7
boiled,2
boiling,6
boilling,1
boils,3
bold,1
bomb,1
bonkers,1
bonus,1
boo,2
book,6
booklet,3
boom,2
boooo,1
boost,1
boot,3
border,1
bore,1
borrowed,1
bot,1
both,22
bother,9
bothered,1
bothersome,1
bottle,1
bottom,32
bough,1
bought,209
bounce,1
bouncing,1
bound,1
bowl,20
bowls,5
box,131
boxed,3
boxes,3
boxing,4
boy,4
bpa,1
brace,1
bracelet,1
brad,1
brains,1
brakes,1
brand,87
branded,1
brandi,1
brands,14
bread,3
break,13
breakdown,1
breakdowns,1
breaker,11
breakers,4
breakfast,1
breaking,5
breaks,3
breast,1
breasts,1
breath,1
breathe,1
breeze,1
brick,4
bridge,1
brief,1
briefly,1
bright,9
brightly,2
brightness,1
brilliant,1
brilliantly,1
brimstone,1
bring,4
bringing,1
brings,1
brio,1
broccoli,1
broil,2
broiler,4
broiling,1
broke,54
broken,55
brought,6
brown,9
browned,1
brownies,1
browning,1
brownouts,1
browser,1
bruise,1
brush,1
brushed,1
brushing,1
brussels,1
bs,1
btw,2
bubble,2
bubbled,6
bubbles,4
bubbling,9
bucci,1
buck,1
bucket,1
bucks,9
budge,1
budget,1
bueno,1
bug,1
buggy,1
bugs,2
build,5
building,2
builds,3
buildup,1
built,11
bulb,32
bulbs,2
bulges,1
bulkiness,1
bulky,6
bullet,1
bum,1
bummed,3
bummer,3
bump,4
bumped,1
bumping,1
bunch,3
bureau,1
bureaucratic,1
burger,1
burn,18
burned,29
burning,39
burns,13
burnt,22
burrito,2
burritos,1
burst,3
bus,1
business,11
busy,2
but,801
butt,1
butter,18
buttered,1
butthere,1
button,157
buttonmakes,1
buttons,124
buy,234
buyer,8
buyers,7
buyi,1
buying,51
buyquality,1
buys,1
buzz,4
buzzed,1
buzzer,7
buzzes,3
buzzing,18
by,145
bypass,1
c,1
ca,1
cabinet,8
cabinets,3
cable,1
cace,1
cafeterias,1
cage,1
caja,1
calculate,1
calculates,1
calibrate,1
calienta,2
calienten,1
california,1
call,42
callback,1
called,64
calling,8
calls,11
cambien,1
came,68
camera,1
cameras,1
camper,3
can,140
cancel,8
canceled,1
cancelling,2
cancer,1
cancerous,1
candles,1
canning,1
cannot,40
cant,116
capabilities,2
capability,4
capable,1
capacity,3
carbon,1
card,9
cardboard,4
cards,1
care,18
cared,1
careful,6
carefully,6
caregiver,1
careless,1
carless,1
carosel,1
carousel,9
carrier,1
carry,8
cars,1
cart,1
carton,1
case,26
cases,1
cash,1
cashed,1
casing,2
casseroles,1
cast,1
casually,1
catastrophic,1
catch,11
catches,2
catching,4
cate,1
category,3
catholic,1
caught,36
cause,18
caused,9
causes,4
causing,6
caution,2
cautionary,1
cautious,1
cautiously,1
cave,1
caved,1
cavemen,1
cavity,4
cbought,1
ceased,2
ceiling,4
cell,1
cellphone,1
cellular,1
center,28
centered,3
centers,4
cents,1
century,1
ceramic,5
cerealbowl,1
certain,8
certainly,10
certificate,1
certifications,1
certified,2
chairs,1
challenged,1
challenging,1
chamber,2
chance,15
chances,1
change,26
changed,4
changes,3
changing,6
channels,1
characteristic,1
characters,1
charge,5
charged,4
charging,1
charity,2
charm,1
charred,1
chart,3
chase,1
chasing,1
chassis,1
chat,18
chatroom,1
chats,1
chatted,1
chattering,1
chatting,1
cheap,47
cheapening,1
cheaper,13
cheapest,1
cheaply,6
cheat,1
cheated,1
check,22
checked,18
checking,1
checks,1
cheep,1
cheese,5
chef,4
chemical,7
chemically,1
chemicals,3
chewy,1
chick,1
chicken,14
child,6
children,3
chill,1
chilly,1
chime,1
china,8
chinese,4
chip,6
chipped,2
chipping,2
chips,2
chirps,1
chocolate,1
chocolates,1
choice,7
choices,2
choose,5
choosing,3
choppy,1
chore,1
chose,5
chosen,2
christian,2
christmas,4
christmastime,1
chrome,1
chronic,1
chunk,4
church,1
circle,4
circles,1
circuit,15
circuitry,1
circuits,1
circulate,1
circulating,1
circumstances,1
citizen,3
city,3
claim,14
claimed,1
claiming,1
claims,7
clamp,2
clanging,1
clangs,1
clanks,1
clarification,1
clarity,1
class,1
classes,1
classroom,2
clean,33
cleaned,8
cleaner,1
cleaners,1
cleanest,1
cleaneven,1
cleaning,10
cleanliness,1
cleanup,1
clear,14
clearance,1
clearing,1
clearly,16
clears,1
click,9
clicked,2
clicking,2
clicks,1
climate,1
cling,1
clinks,1
clock,75
clocks,1
close,30
closed,27
closely,2
closer,3
closes,2
closest,3
closet,1
closing,8
closure,1
cloth,1
cloud,1
club,1
clue,3
clueless,1
clumsy,1
clunking,3
clunks,2
clunky,1
co,1
coat,1
coated,1
coating,11
coats,1
coconut,1
code,16
codes,2
coffee,35
coffin,1
coincidental,1
cold,30
colddont,1
collect,1
collection,1
collects,3
college,3
colon,1
color,10
colored,1
colors,1
comb,1
combination,3
combine,1
combined,3
combo,6
come,39
comes,28
comfee,4
comfortable,1
coming,29
command,4
commanding,1
commands,6
comment,3
commented,1
comments,3
commercial,1
commission,1
commit,1
common,6
commonly,2
communicate,3
communication,1
compact,15
compair,1
companies,6
company,44
comparable,2
compare,2
compared,12
comparing,2
comparison,3
compartment,3
compatibility,1
compatible,1
compensate,1
compensated,1
compensation,1
competent,1
competing,1
competitors,1
complain,3
complained,2
complaining,1
complaint,11
complaints,4
complete,12
completed,3
completely,51
completing,1
complex,4
complicated,7
complimentary,1
compliments,1
comply,1
component,2
components,2
comprehend,1
compression,1
computer,3
computers,1
con,1
conceded,1
concentrate,1
concentrated,1
concern,1
concerned,5
concerning,4
concerns,1
concluded,1
conclusion,2
condemnation,1
condensation,16
condensed,1
condenses,1
condiciones,1
condition,9
conditions,1
conditionthat,1
condo,1
confidence,1
confident,1
configurable,1
configure,1
configured,1
confirm,2
confirmation,4
confirmed,5
confuse,1
confused,4
confuses,1
confusing,6
confusion,1
conjecture,1
conked,1
connect,9
connected,9
connecting,1
connection,10
connections,1
connectivity,1
connoisseur,1
conocimiento,1
cons,1
consecutive,1
consenting,1
consequently,1
consider,7
considerable,3
considerably,3
consideration,1
considered,3
considering,8
considers,1
consist,1
consistent,2
consistently,5
constant,6
constantly,16
constructed,1
construction,4
constructioneasy,1
consult,1
consume,1
consumer,9
consumers,3
consuming,2
consumption,1
contact,28
contacted,32
contactedtoshiba,1
contacting,4
contacts,1
contained,1
container,7
containers,2
containing,1
contains,1
contents,3
continous,1
continually,3
continue,11
continued,5
continuedly,1
continues,4
continuing,2
continuous,4
continuously,5
continuum,1
contract,1
contrary,1
contrast,3
contributed,1
contributing,1
control,66
controls,18
conv,1
convection,63
convectional,1
convenience,2
convenient,4
conveniently,2
conventional,1
conversation,1
converted,1
convinced,2
convoluted,1
cook,153
cooked,30
cooker,3
cookie,3
cooking,103
cooks,23
cookware,2
cool,10
cooled,1
cooling,1
cools,1
copies,1
copper,1
copy,4
cord,8
cordial,1
cords,1
corel,1
corn,5
cornbread,1
corner,14
corners,4
coronavirus,1
corporate,1
corporation,1
corporations,1
correct,15
corrected,2
correcting,1
correctly,16
correlation,1
correspondence,1
corroded,1
corroding,1
corsori,1
corvid,1
cosmetic,3
cost,26
costco,4
costing,2
costly,1
costs,8
costumer,1
cotton,1
could,165
couldnt,31
count,3
countdown,1
counter,49
counterfeit,1
counters,1
counterspace,1
countertop,13
countertops,1
countless,2
country,5
counts,4
couple,48
course,27
courtesy,1
cousin,1
cover,20
coverage,3
covered,15
covering,9
coverings,1
covers,5
covid,3
cpsc,1
crack,1
cracked,7
cracking,1
crackle,1
crackled,1
crackling,4
cracks,1
craftsmanship,1
craig,1
crannies,1
crap,15
crapped,1
crappie,1
crappiest,1
crappy,4
crayon,1
crazily,1
crazy,9
creak,1
create,1
created,1
creates,2
creating,1
credit,10
credited,1
credits,1
crickets,1
crisp,4
crisper,1
crisping,1
crispy,6
criteria,1
critical,1
criticism,2
critique,1
crooked,1
cross,1
crossed,1
crude,1
crummy,1
crumpled,1
crushed,1
crusty,1
csnt,1
cst,1
cu,7
cubby,1
cube,1
cubic,5
cuft,4
cumbersome,2
cumulative,1
cup,47
cupboard,1
cuppa,1
cups,3
current,6
currently,4
curry,1
curtis,3
curve,1
cushioning,1
cusinart,1
custom,1
customer,106
customers,11
cut,16
cute,6
cuteness,1
cuts,3
cutting,3
cuz,1
cycle,15
cycles,1
cycling,1
d,3
dab,1
dad,1
daewoo,1
dagnabbit,1
daily,15
damage,19
damaged,44
damages,1
damaging,1
damn,4
damned,1
damp,1
dance,1
dancing,1
dang,1
danger,4
dangerous,23
dangerously,3
dangerousness,1
dark,15
darkened,1
darn,4
date,17
daughter,4
daughters,3
daunting,1
dawned,1
day,88
daylight,7
days,103
daytime,1
de,3
dead,32
deadline,1
deadly,1
deadthis,1
deaf,1
deal,25
dealer,1
dealing,8
deals,3
dealt,2
dear,1
death,4
debate,1
debating,1
dec,3
decade,2
decades,1
deceiving,1
december,6
decent,17
decently,1
deceptive,2
decide,4
decided,32
decides,4
deciding,1
decipher,1
decision,1
decisions,1
decker,20
deckers,1
declaring,1
declined,1
decrease,1
decreasing,1
decter,1
deep,4
def,1
default,2
defaults,1
defeats,1
defect,10
defected,1
defective,45
defects,2
deficient,1
definately,1
definetly,1
definite,1
definitely,27
definitive,1
defintely,1
deflating,1
deflects,1
deformed,1
defrost,32
defrosted,3
defrosting,11
defunct,1
deg,1
degraded,1
degree,2
degrees,3
dehydration,1
delaying,1
deleted,3
deliberately,1
delightful,1
deliver,6
delivered,20
deliveries,1
delivering,2
delivers,1
delivery,13
demand,1
demasiado,1
demo,1
denial,1
denied,2
denies,1
dent,24
dented,20
denting,1
dents,4
deny,1
department,7
depend,1
dependability,1
dependable,1
dependent,1
depending,1
depot,1
depress,3
deprivation,1
depth,3
descent,1
describe,2
described,5
describes,1
describing,1
description,13
descriptions,1
deserve,1
deserved,1
deserves,1
design,30
designed,10
desired,3
desperate,1
desperately,2
despite,9
destination,1
destroy,1
destroyed,4
destroys,1
detail,1
detailed,2
details,3
detailsmatter,1
detect,1
deteriorated,1
determine,3
determined,2
detest,1
detroit,1
develop,3
developed,3
developer,1
developing,1
development,2
develops,1
device,20
devicemoves,1
devices,8
dia,1
diagnosed,1
diagnosis,1
dial,1
dialed,1
dials,1
diameter,3
dice,1
dictates,1
dictionary,1
did,189
didnt,146
die,11
died,75
dies,3
diff,1
differed,1
difference,10
different,74
differently,1
difficult,33
difficulty,1
diffuser,1
digents,1
digital,9
digits,2
diinner,1
dilatory,1
dilemma,1
diligent,1
diluted,1
dim,9
dimension,1
dimensions,21
dimly,1
dimmed,2
ding,2
dinging,2
dings,2
dinner,32
dinners,3
dint,1
diode,1
dip,1
direct,3
directed,3
direction,3
directions,14
directive,1
directly,3
directs,1
dirty,6
disable,1
disabled,1
disabling,1
disagreed,1
disapointed,1
disappeared,1
disappoint,1
disappointed,106
disappointing,36
disappointment,12
disappointments,1
disassemble,1
disaster,3
disavows,1
disc,1
discard,1
discarded,1
discharge,1
disco,1
discolored,2
disconcerting,1
disconnect,1
disconnected,4
disconnecting,1
discontinue,1
discount,3
discounted,1
discounts,1
discover,2
discovered,8
discrepancy,1
discussion,2
disgrace,1
disgusted,2
disgusting,2
disgustingly,1
dish,21
dishes,6
dishwasher,1
disintegrated,1
disintegrating,1
disjointed,1
disk,1
dislike,6
disliked,1
dislocates,1
dislodged,2
dislodging,1
dismay,1
dismayed,1
disorienting,1
dispaly,1
display,37
displayed,4
displaying,2
displays,2
displayyou,1
displeased,1
disply,1
disposable,1
disposal,1
dispose,1
disposing,1
disregarding,1
disregared,1
dissapointing,1
dissatisfaction,1
dissatisfied,3
dissipate,1
dissolving,1
distance,1
distinctive,1
distracted,1
distribute,1
distribution,1
disturb,1
disturbing,1
divided,1
division,1
divisions,1
dns,1
do,215
doa,1
document,1
documentation,3
documented,1
dodged,1
does,158
doesnt,179
dog,2
dogs,3
doing,24
doll,1
dollar,2
dollars,11
don,1
donate,3
donated,1
donating,1
donde,1
done,42
dong,1
donness,1
donot,1
dont,222
door,268
doorbell,1
doorcooks,1
doornail,1
doors,3
doorstep,1
dorections,1
dorie,1
dorm,6
dot,1
double,12
doubles,1
doubling,1
doubt,5
doubtfull,1
down,57
downgraded,1
downhill,1
download,1
downloaded,1
downright,1
downsize,1
downsized,1
downstairs,2
dozen,2
dozens,2
dr,1
drag,1
dragging,1
drain,1
dramatic,1
dramatically,1
draw,2
drawback,1
drawn,1
draws,1
dread,1
dreaded,1
dreadful,1
dream,1
dressing,1
dries,1
drill,1
drink,1
drinking,1
drinks,2
dripped,1
dripping,3
drippy,1
drive,9
driver,1
drivers,1
drives,2
driveway,1
driving,4
drone,1
drop,4
droplets,1
dropped,6
dropping,1
drops,3
drove,1
drowning,1
drugged,1
drumsticks,1
dry,7
dryer,1
drying,1
dst,1
dual,1
dud,2
due,23
duh,1
dull,1
dumb,3
dump,4
dumping,1
dumpster,1
dunno,1
duped,1
durability,3
durable,5
duration,2
during,25
dust,1
dusting,1
duty,4
dying,6
dysfunctional,1
dyson,1
e,3
each,28
eager,1
eand,1
ear,1
earlier,3
early,12
earned,3
ears,2
ease,4
easier,7
easiest,1
easily,19
eastern,1
easy,56
eat,6
eating,3
eay,1
ebay,1
echo,5
eco,3
econobox,1
economy,1
edamame,1
edge,15
edged,1
edges,13
edit,1
edited,1
effect,3
effective,4
effectively,1
efficient,1
efficiently,1
effort,5
efforts,1
eg,1
eggs,1
eh,1
eight,3
eighth,1
eighty,1
either,34
eitheri,1
eject,1
el,6
elderly,5
elected,1
electric,8
electrical,28
electrically,1
electrician,2
electricity,3
electromagnetic,1
electronic,4
electronically,1
electronics,9
elegant,1
elekcity,1
element,5
elementary,1
elements,1
elevated,2
eleven,1
eligble,1
eligible,1
eliminate,1
eliminated,1
elsa,1
else,33
elsewhere,7
em,1
email,25
emailed,4
emailing,3
emails,8
embarrassment,1
emergency,1
emerson,3
emit,2
emits,2
emitted,1
emitting,1
employee,1
empty,3
en,3
enable,1
enabled,3
enamel,4
enamelware,1
encenderlo,1
enclosed,1
encompass,1
encountering,1
end,36
ended,14
ending,1
endorsed,1
ends,7
enemy,1
energy,5
engage,1
engaged,1
engaging,1
engineer,2
engineered,1
engineering,3
engineers,1
englewood,1
english,4
engulfing,1
enhances,1
enjoy,1
enjoyed,2
enjoying,1
enjoys,1
enormous,1
enough,57
enroute,1
ensure,1
entail,1
enter,11
entered,3
entering,1
enters,1
entertain,1
entire,16
entirely,8
entitled,1
entrap,1
entree,1
entry,1
envelops,1
environment,1
envision,1
episode,1
equal,1
equally,1
equip,1
equipment,2
equitable,1
equivalent,1
eradicate,1
erases,1
erg,1
ergonomically,1
ergonomics,1
erratic,1
erratically,2
erroneously,1
error,26
errors,1
erupting,1
es,4
escalate,1
escalated,1
escalation,1
escape,1
escaped,1
escapes,1
escaping,1
esp,2
espacio,1
especially,20
ess,1
essential,1
essentially,4
established,1
estado,1
este,1
estimate,1
etc,23
etekcity,1
eternal,1
evaded,1
eve,1
even,218
evening,6
evenly,18
event,1
eventually,12
ever,55
every,80
everybody,1
everyday,3
everyone,11
everything,55
everytime,1
everywhere,3
evidence,1
evident,1
evil,1
ewen,1
ex,1
exact,17
exactly,25
exaggerated,1
example,13
examples,1
exaples,1
exasperated,1
exceedingly,1
exceeds,1
excelente,1
excellent,7
except,18
excepting,1
exception,1
exceptionally,1
exceptions,1
excess,3
excessive,1
excessively,1
exchange,8
exchanged,2
exchanges,3
exchanging,1
excited,7
excitement,1
exclusions,1
excruciatingly,1
excuse,3
execute,1
execution,1
exercise,1
exhaust,3
exhausting,1
exhibited,1
exist,1
existing,3
exists,2
exits,1
expect,26
expectancy,3
expectations,1
expected,35
expecting,11
expelling,1
expense,3
expenses,1
expensive,25
expensively,1
experience,30
experienced,5
experiences,3
experiencing,2
experiment,1
experimenters,1
experimenting,1
expert,1
expired,11
expires,1
expiring,1
explain,6
explained,2
explains,1
explanation,3
explanations,1
explicitly,1
explode,7
exploded,3
exploding,2
explosion,3
explosive,1
expose,1
exposed,1
exposing,1
express,1
extemely,1
extend,2
extended,13
extends,1
extensive,1
extent,1
exterior,3
exterminator,3
extinguish,1
extinguisher,1
extra,21
extraordinarily,1
extreemly,1
extreme,4
extremely,28
exuding,1
eye,2
eyes,2
f,1
faberware,7
face,9
facebook,1
faced,1
faceplate,1
facilities,1
facility,4
facing,1
fact,14
factor,1
factories,1
factors,1
factory,9
fad,1
fade,1
faded,3
fading,1
fail,8
failed,30
failing,3
failings,1
fails,8
failure,11
failures,2
faint,1
fair,1
fairly,10
fairness,1
faith,1
faithful,1
fake,1
fall,3
fallen,1
falling,4
fallout,1
falls,5
falsely,1
familiar,2
family,15
fan,21
fancy,4
fans,2
fantastic,1
faqs,1
far,42
faraday,1
farbarware,1
farberware,65
farbweware,1
farce,1
farerware,1
farm,1
fascia,1
fashioned,1
fast,16
fastener,1
faster,8
fat,1
fatal,1
fateful,1
father,2
fault,7
faults,1
faulty,15
favor,3
favorite,1
fcc,1
fear,3
feature,42
features,33
feb,4
february,9
fed,1
federal,1
fedex,3
fee,4
feedback,1
feeding,1
feel,29
feelaround,1
feeling,3
feels,11
fees,1
feet,11
felder,1
fell,6
felt,4
female,1
few,107
fewer,1
fickered,1
fiddle,1
fiddling,1
fidget,1
fifteen,2
fifth,1
fifties,1
fight,3
figure,20
figured,14
figuring,3
filament,1
file,4
filed,1
filets,1
fill,1
filled,9
filling,2
fills,2
film,5
final,3
finalized,1
finallly,1
finally,36
find,64
finding,5
fine,107
finger,4
fingernail,1
fingerprins,1
fingerprint,1
fingerprints,2
fingers,5
finish,8
finished,7
finishes,1
finishing,1
fins,1
fios,1
fir,1
fire,97
fireball,1
fires,3
fireworks,1
firm,1
firmly,1
firmware,3
first,178
firsthand,1
fish,2
fist,1
fit,63
fits,17
fitted,1
fitting,3
five,20
fix,30
fixed,24
fixes,1
fixing,1
fixture,1
fizzed,1
flabbergasted,1
flagged,1
flagship,1
flake,1
flaked,1
flakes,2
flaking,3
flaky,2
flame,6
flames,11
flaming,3
flare,1
flash,5
flashed,3
flashes,6
flashing,9
flashlight,13
flat,5
flattest,1
flaw,8
flawed,1
flawlessly,1
flaws,2
flew,3
flexes,1
flexible,1
flicker,6
flickered,1
flickering,13
flickers,4
flicking,1
flies,1
flights,1
flimsy,6
fling,1
flip,1
fliped,1
flipping,2
floating,1
floor,3
floors,1
flops,1
florida,3
flow,1
fluff,1
fluffy,1
fluid,1
fluke,4
fluorescent,1
flush,2
fly,1
flying,3
foam,3
focus,1
focusing,1
focussed,1
foil,1
folded,1
folk,1
folks,3
follow,6
followed,8
following,4
follows,1
followup,3
fonction,1
font,1
fonts,1
food,236
foods,16
fool,2
fooled,1
foolish,1
foot,5
footage,1
footprint,3
for,1119
force,3
forces,1
forearm,1
foreign,1
foresee,1
forever,24
forewarned,1
forget,8
forgot,3
forgotten,1
form,6
formal,1
format,1
formation,1
formed,1
formerly,1
formica,1
forming,1
forms,3
formulating,1
forth,4
fortunately,4
forward,8
forwarded,1
forwarding,1
foul,1
found,35
four,13
fourth,1
fraction,1
fragile,1
frame,11
framing,1
frankenstein,1
frankly,3
freak,1
freaked,1
freaking,1
free,13
freeing,1
freeze,1
freezer,2
french,9
frequency,1
frequent,2
frequently,6
fresh,1
freshman,1
friday,2
fridge,3
fried,8
friend,6
friendly,4
friends,3
fries,7
frightening,1
frightens,1
frigidaire,1
fritter,1
fritz,1
from,295
frompower,1
fromtoshiba,1
fromwhen,1
front,40
frost,1
froze,1
frozen,37
frugal,1
frustrate,1
frustrated,4
frustrating,19
frustration,3
frustrations,1
fry,24
fryer,74
fryers,1
frying,5
ft,9
fulfilled,1
fulfillment,1
full,32
fully,11
fumble,1
fumes,2
fun,1
funciona,1
function,64
functional,3
functionalities,1
functionality,7
functionally,1
functioned,3
functioning,6
functionit,1
functions,21
funding,1
funds,1
funky,1
funneling,1
funny,6
furious,1
furniture,1
further,6
fuse,11
fuses,1
fuss,1
futility,1
future,11
futures,1
futz,1
fyi,1
fyrer,1
galanz,1
galley,3
gamble,1
game,3
games,1
gap,4
garage,3
garbage,27
garbagecant,1
garlic,1
gathered,1
gave,31
gazillion,1
ge,68
gear,3
gears,2
geee,1
general,6
generally,4
generated,2
generates,1
generator,3
generic,3
generous,1
genius,4
gentle,3
gently,1
genuinely,2
georgia,1
germ,1
ges,1
get,275
gets,48
getting,50
gfci,1
gfi,1
ghastly,1
ghost,3
ghz,1
giant,1
gift,13
gimmic,1
gimmick,1
girl,2
girlfriend,1
give,47
given,17
gives,8
giving,16
gizmo,1
glad,6
gladly,2
glance,1
glaring,1
glaringly,1
glass,73
glasses,3
glasstray,1
glassware,1
glitch,1
glitches,2
glitching,1
glitchy,1
globs,1
glossy,1
glow,2
glowing,1
glue,1
glued,1
gluing,1
gmail,1
go,74
god,3
godawful,1
goes,30
going,81
goingsuspect,1
gold,1
goldberg,1
golden,1
golding,1
goldstar,1
golpeado,1
gone,11
gonna,3
good,165
goodbye,1
goodness,5
goods,1
goodwill,1
google,4
googled,1
gorilla,1
got,152
gotta,1
gotten,21
grab,1
grabbed,1
gracious,1
grade,1
gradually,1
grain,1
