Word,Count
buyer,13
buyers,6
buyi,15
buying,6
buyquality,15
buys,15
buzz,6
buzzed,15
buzzer,5
buzzes,15
buzzing,10
by,2
bypass,15
bypassing,15
c,15
ca,1
cabin,15
cabinet,9
cabinets,10
cable,3
cabnets,15
cace,15
cafeterias,15
cage,15
caja,9
cake,15
caked,15
cakes,15
calculate,15
calculates,15
calibrate,15
calidad,15
calienta,2
calienten,15
california,1
call,8
callback,15
called,9
calling,12
callouts,15
calls,10
cambien,15
came,3
camera,15
cameras,15
camper,1
camping,15
can,4
canadian,15
cancel,10
cancelation,15
canceled,15
cancelled,15
cancelling,15
cancer,6
cancerous,15
candid,15
candidate,15
candles,15
canning,1
cannister,15
cannot,5
cans,15
cant,3
capabilities,1
capability,2
capable,5
capacitor,15
capacity,10
cappuccino,15
caption,15
capture,15
car,15
carbon,15
card,10
cardboard,1
cards,15
care,5
cared,1
carefree,15
careful,6
carefully,2
caregiver,15
caregivers,15
careless,15
carelessness,15
cares,15
carless,15
carosel,15
carousel,4
carriage,15
carrier,1
carries,15
carry,9
carrying,15
cars,15
cart,9
carton,5
cascade,15
case,1
cases,1
cash,15
cashed,15
casing,8
casio,15
casserole,15
casseroles,7
cast,15
casually,1
cat,15
catastrophe,15
catastrophic,15
catch,8
catches,15
catching,9
cate,15
category,6
cater,15
catholic,15
cats,15
caught,12
cauliflower,15
cause,4
caused,9
causes,1
causing,7
caution,8
cautionary,15
cautions,15
cautious,6
cautiously,15
cave,3
caveat,15
caveats,15
caved,1
cavemen,15
cavernous,15
cbought,15
cc,15
cease,15
ceased,15
ceases,15
ceasing,15
ceiling,6
cell,12
cellphone,15
cells,15
cellular,15
cement,15
censor,15
center,5
centered,6
centering,15
centerpiece,15
centers,15
cents,15
century,5
ceramic,4
cereal,15
cerealbowl,15
certain,1
certainly,1
certificate,5
certifications,15
certified,15
cf,15
cfthis,15
chai,15
chain,15
chair,15
chairs,15
challenge,15
challenged,15
challenges,15
challenging,7
chamber,1
champ,15
chance,5
chances,5
change,1
changer,15
changes,6
changing,4
channels,15
characteristic,15
characters,1
charcoal,15
charge,15
charged,15
charging,15
charity,8
charm,12
charred,6
chart,4
chase,15
chasing,15
chassis,15
chat,13
chatroom,15
chats,1
chatted,15
chattering,15
chatting,1
cheap,5
cheapening,15
cheaper,4
cheapest,5
cheapie,15
cheaping,15
cheaply,4
cheat,1
cheated,15
check,1
checked,11
checking,8
checklist,15
checks,15
cheep,1
cheerful,15
cheesy,15
chefman,15
chefs,15
chemical,11
chemically,15
chemicals,15
cherry,15
chewy,1
chic,15
chick,1
chicken,2
chickens,15
chico,15
child,2
childhood,15
children,6
chili,15
chill,15
chilly,15
chime,11
chimes,15
china,4
chinese,4
chip,9
chipped,15
chipping,8
chips,8
chirp,15
chirps,1
chocolate,11
chocolates,15
choice,5
choices,7
choir,15
choose,3
choosing,3
chop,15
choppy,15
chops,15
chore,15
chores,15
chose,7
chosen,1
christian,15
christmas,4
christmastime,15
chrome,10
chronic,15
chunk,15
chunks,15
chunky,15
church,1
ciento,15
cinch,15
cinnamon,15
circle,12
circles,1
circuit,5
circuitry,15
circuits,6
circular,15
circulate,1
circulating,1
circulation,15
circumstance,15
circumstances,6
circumvented,15
cited,15
citizen,6
city,11
claim,13
claimed,5
claiming,15
claims,15
clamp,15
clanging,15
clangs,15
clank,15
clanks,15
clarification,15
clarify,15
clarity,15
class,7
classes,15
classic,15
classification,15
classroom,1
clatters,15
clean,7
cleaned,7
cleaner,15
cleaners,15
cleanest,15
cleaneven,15
cleaning,1
cleanliness,15
cleans,15
cleanthe,15
cleanup,5
cleanupsetting,15
cleanyes,15
clear,2
clearance,11
clearances,15
clearing,15
clearly,5
clears,7
cleary,15
click,7
clicked,8
clicking,4
clicks,5
climate,1
climbed,15
cling,15
clink,15
clinks,15
clips,15
clock,4
clocks,15
clone,15
clooge,15
close,2
closed,6
closely,4
closer,1
closes,10
closest,3
closet,1
closing,6
closure,1
cloth,10
clothes,15
cloud,15
club,5
clue,10
clueless,15
clumsy,5
clunking,3
clunks,15
clunky,12
clutter,15
cluttered,15
co,6
coast,15
coat,15
coated,7
coating,4
coats,15
cob,15
cocoa,15
coconut,1
code,10
codes,15
coding,15
coffee,3
coffeemaker,15
coffin,15
coil,15
coincidental,15
coincidently,15
cold,5
colddont,15
coldest,15
collage,15
collarbones,15
colleagues,15
collect,15
collecting,15
collection,6
collections,15
collects,10
college,10
collided,15
colon,1
color,10
colorado,15
coloration,15
colored,12
coloring,15
colors,11
colour,15
column,15
comb,5
combi,15
combination,5
combinationbefore,15
combinations,15
combine,1
combined,10
combines,15
combining,15
combo,8
combos,15
combustible,15
come,2
comes,3
comfee,2
comfortable,3
comfortably,15
comfy,15
comidas,15
coming,4
command,1
commanding,15
commands,2
commend,15
comment,7
commented,1
commenter,15
commenters,15
comments,5
commercial,5
comming,15
commission,6
commit,15
commodity,15
common,5
commonly,8
communicate,15
communication,15
como,15
compact,9
compactmicrowave,15
compactness,15
compacto,15
compair,15
companies,12
companion,15
company,8
comparable,6
compare,2
compared,7
comparing,7
comparison,5
compartment,15
compatibility,1
compatible,7
compensate,15
compensated,15
compensation,15
compete,15
competent,1
competing,15
competition,15
competitivo,15
competitors,7
complain,1
complained,2
complaining,7
complains,15
complaint,9
complaints,10
complements,15
complete,7
completed,3
completely,10
completes,15
completing,15
completion,15
complex,1
complicated,3
complied,15
complimentary,15
compliments,1
comply,15
component,1
components,1
compra,15
comprar,15
compre,15
comprehend,15
comprehensive,15
compress,15
compression,15
compromise,15
compromised,15
compromising,15
computer,11
computers,5
con,14
conceded,15
concentrate,15
concentrated,15
concept,15
conceptualize,15
concern,10
concerned,4
concerning,2
concerns,8
concert,15
conclude,15
concluded,15
conclusion,15
condemnation,15
condensation,11
condensed,6
condenses,15
condiciones,15
conditioning,15
conditions,5
conditionthat,15
condo,10
cones,15
confess,15
confidence,3
confident,1
confidently,15
configurable,15
configuration,15
configure,1
configured,15
configuring,15
confirm,2
confirmation,15
confirmed,7
confuse,1
confused,2
confuses,1
confusing,5
confusion,15
conjecture,15
conjunction,15
conked,1
connect,6
connected,4
connecting,7
connection,12
connections,6
connectivity,1
connector,15
connoisseur,15
conocimiento,15
cons,13
consecutive,15
consenting,15
consequently,5
conserve,15
consider,2
considerable,10
considerably,15
consideration,15
considerations,15
considered,4
considering,3
considers,15
consist,15
consistency,15
consistent,3
consistently,1
consmedic,15
constant,8
constantly,10
constrained,15
constraint,15
constructed,5
construction,1
constructioneasy,15
consult,6
consume,15
consumer,9
consumers,15
consumes,15
consuming,8
consumption,1
contact,11
contacted,14
contactedtoshiba,15
contacting,11
contacts,6
contained,15
container,5
containers,8
containing,1
contains,5
contemplating,15
contemporary,15
contenedores,15
content,15
contento,15
contents,15
continous,15
continually,4
continue,4
continued,10
continuedly,15
continues,4
continuing,8
continuous,15
continuously,3
continuum,15
contortion,15
contract,15
contracted,15
contraption,15
contrary,1
contrast,1
contrasting,15
contributed,15
contributing,15
control,1
controllable,15
controlled,15
controller,15
controlling,15
controls,8
conv,7
convect,15
convection,2
convectional,15
convectioncombo,15
convections,15
convenience,7
convenient,9
conveniently,15
convention,15
conventional,10
conversation,1
conversations,15
conversion,15
convert,15
converted,15
convertible,15
converting,15
convience,15
convienence,15
convinced,5
convoluted,15
cook,2
cookbook,15
cooked,2
cooker,1
cookie,15
cookies,15
cooking,6
cookingif,15
cookingor,15
cooks,7
cookware,4
cool,4
cooled,3
cooler,15
cooling,7
cools,1
coooking,15
coordinates,15
copies,15
copious,15
copper,1
copy,9
copying,15
cord,4
cordial,15
cords,1
core,15
corel,15
corelle,15
corn,1
cornbread,1
corners,1
coronavirus,15
corporate,15
corporation,6
corporations,15
correct,5
corrected,4
correcting,15
correctly,9
correlation,15
correspond,15
correspondence,15
corresponding,15
corroded,15
corroding,15
corrosion,15
corsori,15
cortesty,15
corvid,15
cosmetic,6
cosmetically,15
cost,5
costco,1
costed,15
costing,15
costly,15
costs,10
costumer,15
cotton,15
could,3
couldnt,2
count,1
countdown,15
counter,8
counteract,15
counterfeit,15
counterintuitive,15
counters,6
counterspace,12
countertop,10
countertops,5
counting,15
countless,1
country,7
counts,15
couple,2
coupled,15
course,4
courteous,15
courtesy,15
cousin,15
cousins,15
cover,1
coverage,15
covered,5
covering,6
coverings,15
covid,11
cpsc,15
crack,6
cracked,9
cracking,15
crackle,15
crackled,15
crackling,15
cracks,15
craftsmanship,5
craig,15
cramping,15
crank,15
crannies,15
crap,14
crapped,1
crappie,15
crappiest,15
crappy,2
crating,15
crawl,15
crayon,15
crazily,15
crazy,7
creak,15
creaks,15
cream,15
creamed,15
creamer,15
creamy,15
crease,15
create,10
created,1
creates,1
creating,5
creative,15
credibility,15
credit,14
credited,15
creditfor,15
credits,15
crickets,15
cried,15
crinkle,15
crisp,10
crisper,11
crispier,15
crispiness,15
crisping,7
crispness,15
crispy,4
criteria,7
critical,6
criticism,8
critique,1
critiqued,15
critter,15
crockpot,15
crockpots,15
croissants,15
crooked,15
crookedsome,15
cross,1
crossed,5
crossing,15
crowded,15
crucial,15
crud,15
crude,15
crumbles,15
crummy,5
crumpled,1
crunch,15
crunchy,15
crushed,5
crust,15
crusted,15
crusty,15
cryptic,15
crystals,15
csnt,15
csr,15
csrs,15
cst,15
cu,6
cualquier,15
cuando,15
cuarteaduras,15
cubby,1
cube,1
cubic,9
cubicle,15
cuenta,15
cuff,15
cuft,5
cuidado,15
cuisenart,15
cuisinart,15
culinary,15
culture,15
cumbersome,15
cumple,15
cumplido,15
cumulative,1
cup,2
cupbards,15
cupboard,5
cupboards,15
cuppa,15
cups,5
curious,15
curiously,15
curled,15
current,1
currently,1
curry,15
curse,15
curtis,15
curve,14
curved,15
cus,15
cushioning,15
cusinart,7
cust,15
custom,11
customer,12
customers,11
customize,15
cut,5
cute,6
cuteness,15
cutoff,15
cuts,6
cutting,4
cuz,1
cyber,15
cycle,2
cycles,5
cycling,7
d,6
da,15
dab,15
dad,5
dado,15
daewoo,15
dagnabbit,15
dairy,15
damage,2
damaged,9
damages,6
damaging,1
damn,15
damned,6
damp,10
dampening,15
dance,6
dancing,15
dandy,15
dang,1
danger,11
dangerous,14
dangerously,15
dangerousness,15
danish,15
dark,4
darkened,15
darker,15
darling,15
darn,11
dash,15
data,15
date,9
dated,15
daughter,3
daughters,4
daugther,15
daunting,15
dawned,15
day,3
daylight,9
daylights,15
days,6
daytime,7
de,9
deactivated,15
dead,13
deadline,15
deadly,15
deadthis,15
deaf,1
deal,4
dealbreaker,15
dealer,6
dealing,13
deals,6
dealt,8
dear,15
death,15
debajo,15
debate,15
debating,1
debris,15
dec,15
decade,1
decades,7
decal,15
decaying,15
deceiving,15
december,7
decent,2
decently,7
deceptive,15
decide,9
decides,6
deciding,1
decipher,15
decision,11
decisions,6
decisive,15
decker,3
deckers,15
declaring,15
declined,15
decor,15
decorate,15
decrease,15
decreasing,15
decter,15
dedicated,15
deducted,15
deducting,15
deep,5
deeper,15
def,15
default,4
defaults,1
defeating,15
defeats,1
defect,10
defected,1
defective,12
defects,4
defense,15
defer,15
defiantly,15
deficient,15
definately,1
defined,15
definetly,15
definite,9
definitely,5
definitive,15
defintely,15
deflating,15
deflects,15
defog,15
deformed,15
defosting,15
defrost,5
defrosted,4
defroster,15
defrosting,7
defrosts,15
defunct,7
deg,15
degraded,15
degree,5
degrees,5
dehydration,15
del,15
delay,15
delaying,15
delays,15
deleted,15
deleting,15
deliberately,15
delicate,15
delicious,15
delight,15
delighted,15
delightful,15
delightfull,15
deliver,8
deliveries,5
delivering,15
delivers,11
delivery,5
demand,15
demasiado,15
demo,15
demolition,15
denial,15
denied,15
denies,15
dent,6
dented,9
denting,1
dents,3
deny,15
department,15
departments,15
depend,1
dependability,1
dependable,7
dependent,6
depending,9
depends,15
depicts,15
depot,1
depress,4
depressed,15
deprivation,15
depth,7
derby,15
descent,15
describe,1
described,4
describedgreat,15
describes,1
describing,15
description,2
descriptions,6
deserve,15
deserved,15
deserves,5
design,2
designate,15
designed,3
designer,15
designers,15
desire,15
desired,9
despair,15
desperate,15
desperately,15
despite,1
destination,6
destined,15
destroy,1
destroyed,9
destroying,15
destroys,1
detail,6
detailed,3
details,1
detailsmatter,15
detal,15
detect,15
detector,15
detects,15
detent,15
deteriorated,15
determine,1
determined,8
detest,15
detracts,15
detriment,15
detroit,15
devastated,15
develop,10
developed,3
developer,15
developing,15
development,8
develops,15
device,4
devicemoves,15
devices,4
devolverlo,15
devoted,15
dia,15
diagnosed,1
diagnosis,15
diagonal,15
dial,9
dialed,15
dials,15
diameter,7
diamond,15
dice,15
dick,15
dictated,15
dictates,15
dictionary,15
did,4
didnt,2
die,9
died,7
dies,3
diff,15
differ,15
differed,15
difference,5
differences,15
different,2
differently,7
difficult,2
difficulties,15
difficulty,1
diffuser,15
diffusion,15
dificult,15
dig,15
digents,15
digest,15
digit,15
digital,3
digits,8
digress,15
diinner,15
dilatory,15
dilemma,15
diligent,15
dilithium,15
diluted,15
dimension,7
dimensionally,15
dimensions,2
diminishing,15
diminutive,15
dimly,1
dimm,15
dimmed,8
dimmer,15
diner,15
ding,8
dinged,15
dinging,8
dings,6
dingy,15
dining,15
dinky,15
dinner,5
dinners,9
dino,15
dinosaur,15
dint,1
diode,15
dip,1
direct,15
directed,11
direction,6
directions,2
directive,15
directly,5
directs,15
dirt,15
dirty,6
disable,7
disabled,1
disabling,15
disadvantage,15
disadvantages,15
disagreed,15
disapointed,1
disappear,15
disappeared,15
disappoijting,15
disappoint,1
disappointed,11
disappointing,13
disappointment,14
disappointments,15
disassemble,1
disaster,10
disavows,15
disc,15
discard,15
discarded,15
discharge,15
disclaimer,15
disco,15
discolor,15
discolored,15
discomfortable,15
disconcerting,15
disconnect,15
disconnected,8
disconnecting,15
discontinue,1
discontinued,15
discount,1
discounted,15
discounts,15
discouraging,15
discover,1
discovered,3
discovering,15
discrepancy,15
discussion,15
disgrace,15
disgusted,8
disgusting,8
disgustingly,15
dishes,8
dishwasher,6
disintegrated,15
disintegrating,15
disjointed,15
disk,15
dislike,1
disliked,1
dislikes,15
dislocate,15
dislocates,15
dislodged,8
dislodging,15
dismay,1
dismayed,15
disorienting,15
dispaly,15
displacement,15
displayed,5
displaying,15
displays,1
displayyou,15
displeased,6
disply,15
disposable,6
disposal,15
dispose,15
disposing,15
disputed,15
disregarding,15
disregared,15
disrupt,15
dissapointing,15
dissatisfaction,15
dissatisfied,11
dissipate,6
dissipated,15
dissolving,15
distance,1
distinctive,1
distinguish,15
distinguishable,15
distracted,15
distraction,15
distressed,15
distribute,15
distributed,15
distributer,15
distributes,15
distribution,6
disturb,1
disturbing,9
ditched,15
ditto,15
divergence,15
divided,15
division,15
divisions,15
divorced,15
diyb,15
dmensions,15
dnoise,15
dns,15
do,1
doa,6
docked,15
document,1
documentation,11
documented,1
documenting,15
doddery,15
dodged,15
does,3
doesnt,2
dog,4
doggie,15
dogs,5
doing,1
doll,6
dollar,8
dollars,6
dolls,15
dolly,15
dome,15
dominate,15
dominated,15
don,15
donate,15
donated,6
donating,15
donde,15
done,4
doneness,15
dong,15
donness,15
donot,15
dont,1
dood,15
doorbell,1
doorcooks,15
doori,15
doornail,15
doors,3
doorstep,7
dope,15
dorections,15
dorie,15
dorm,10
dorms,15
dos,15
dose,15
dot,5
dots,15
double,4
doubles,7
doubling,15
doubt,3
doubtfull,15
doubts,15
dough,15
downfall,15
downgrade,15
downgraded,1
downhill,6
download,12
downloadable,15
downloaded,9
downloading,15
downright,15
downs,15
downside,15
downsides,15
downsize,1
downsized,7
downsizing,15
downstairs,4
downward,15
doy,15
dozen,15
dozens,15
dr,15
drag,5
dragging,15
drain,6
dramatic,1
dramatically,15
draw,3
drawback,13
drawbacks,15
drawer,15
drawn,1
draws,1
dread,1
dreaded,1
dreadful,15
dream,10
dressing,15
drew,15
dried,15
